question_id,question,evidence,difficulty,generation_time_formatted,generation_time_seconds
788,Marvel Comics ตีพิมพ์ฮีโร่หญิงกี่เปอร์เซ็นต์,"เปอร์เซ็นต์ = ทวีคูณ (หาร (ผลรวม (เพศ = 'หญิง' โดยที่ publisher_name = 'Marvel Comics') นับ (publisher_name = 'Marvel Comics')), 100); ฮีโร่หญิงหมายถึงเพศ = 'หญิง'; Marvel Comics หมายถึง publisher_name = 'Marvel Comics';",challenging,18.55 วินาที,18.55419898033142
789,ค้นหาน้ำหนักเฉลี่ยของฮีโร่ที่เป็นมนุษย์ต่างดาว,ค่าเฉลี่ย = avg (weight_kg); มนุษย์ต่างดาวหมายถึง Race = 'Alien';,simple,10.56 วินาที,10.559978008270264
790,คำนวณความแตกต่างระหว่างน้ำหนักของ Emil Blonsky และน้ำหนักของ Charles Chandler,"ความแตกต่าง = ลบ (sum (weight_kg โดยที่ full_name = 'emil blonsky'), sum (weight_kg โดยที่ full_name = 'Charles Chandler')); Emil Blonsky เป็นชื่อเต็มของซูเปอร์ฮีโร่ Charles Chandler เป็นชื่อเต็มของซูเปอร์ฮีโร่",moderate,13.45 วินาที,13.451920747756958
791,คำนวณความสูงเฉลี่ยสำหรับแต่ละซูเปอร์ฮีโร่,ค่าเฉลี่ย = หาร (ผลรวม (height_cm) นับ (ทั้งหมด heros));,simple,7.99 วินาที,7.98571515083313
792,มหาอำนาจของสิ่งที่น่ารังเกียจคืออะไร?,สิ่งที่น่ารังเกียจหมายถึง superhero_name = 'Abomination'; มหาอำนาจหมายถึง power_name;,simple,16.31 วินาที,16.305497884750366
793,ในบรรดาฮีโร่ที่มีเผ่าพันธุ์ของพระเจ้า/นิรันดร์มีกี่คนที่เป็นผู้ชาย,"เผ่าพันธุ์ ""พระเจ้า/นิรันดร์"" หมายถึง race_id = 21; ชายหมายถึงเพศ.id = 1",simple,9.92 วินาที,9.919499158859253
794,ฮีโร่ตัวไหนเร็วที่สุด?,ฮีโร่ตัวไหนหมายถึง superhero_name; เร็วที่สุดหมายถึงสูงสุด (attribute_value) โดยที่ attribute_name = 'speed';,moderate,9.34 วินาที,9.336134195327759
795,ฮีโร่มีการจัดตำแหน่งที่เป็นกลางกี่คน?,การจัดตำแหน่งที่เป็นกลางหมายถึงการจัดตำแหน่ง _id = 3;,simple,8.18 วินาที,8.179108142852783
796,ระบุคุณลักษณะทั้งหมดของมนุษย์ 3 มิติพร้อมกับคุณค่าของพวกเขา,3-D Man คือ Superhero_name แอตทริบิวต์หมายถึง attribute_name; ค่าหมายถึง attribute_value;,moderate,16.28 วินาที,16.28390598297119
797,ฮีโร่ตัวไหนมีดวงตาสีฟ้าที่มีผมสีน้ำตาล?,ฮีโร่ตัวไหนหมายถึง superhero_name; ดวงตาสีฟ้าหมายถึง color = 'blue' และ color.id = eye_colour_id; ผมสีน้ำตาลหมายถึง color = 'สีน้ำตาล' และ color.id = hair_colour_id;,moderate,18.02 วินาที,18.015899896621704
798,"สำนักพิมพ์สำหรับ Hawkman, Karate Kid และ Speedy คืออะไร?",ผู้เผยแพร่หมายถึง Publisher_name; Hawkman หมายถึง superhero_name = 'Hawkman'; Karate Kid หมายถึง superhero_name = 'Karate Kid'; Speedy หมายถึง superhero_name = 'Speedy';,moderate,14.70 วินาที,14.701624155044556
799,ฮีโร่มีกี่คนที่ไม่มีสำนักพิมพ์?,ไม่มีผู้เผยแพร่ใดหมายถึง Publisher.id = 1;,simple,8.28 วินาที,8.279277086257935
800,คำนวณเปอร์เซ็นต์ของฮีโร่ด้วยดวงตาสีฟ้า,"เปอร์เซ็นต์ = ทวีคูณ (หาร (ผลรวม (superhero_name โดยที่ color = 'blue') นับ (superhero_name)), 100.0); ดวงตาสีฟ้าหมายถึง color = 'blue' และ color.id = eye_colour_id = 7;",moderate,14.56 วินาที,14.564611911773682
801,ค้นหาอัตราส่วนระหว่างฮีโร่ชายและฮีโร่หญิง,อัตราส่วน = หาร (sum (gender_id = 1) / sum (gender_id = 2)); ฮีโร่ชายหมายถึงเพศ = 'หญิง'; ฮีโร่หญิงหมายถึงเพศ = 'ชาย';,moderate,13.28 วินาที,13.283324956893921
802,ซูเปอร์ฮีโร่ที่สูงที่สุดคือใคร?,ผู้ที่อ้างถึง superhero_name; ซูเปอร์ฮีโร่ที่สูงที่สุดหมายถึง Max (HIGHT_CM);,simple,9.91 วินาที,9.911959886550903
803,รหัสพลังงานของ cryokinesis คืออะไร?,Power ID หมายถึง superpower.id; Cryokinesis หมายถึง power_name = 'cryokinesis';,simple,8.73 วินาที,8.731802225112915
804,ระบุชื่อซูเปอร์ฮีโร่ด้วย Superhero ID 294,ชื่อของซูเปอร์ฮีโร่หมายถึง superhero_name; Superhero ID 294 หมายถึง superhero.id = 294;,simple,8.89 วินาที,8.890506982803345
805,แสดงรายการชื่อเต็มของฮีโร่ที่มีน้ำหนักหายไป,น้ำหนักที่ขาดหายไปหมายถึง weight_kg = 0 หรือ weight_kg = null;,simple,10.25 วินาที,10.250265121459961
806,ให้สีตาของซูเปอร์ฮีโร่ที่มี Karen Beecher-Duncan เป็นชื่อเต็มของพวกเขา,สีตาหมายถึง Colour.Colour โดยที่ Eye_Colour_id = Colour.id; Karen Beecher-Duncan เป็นชื่อเต็มของซูเปอร์ฮีโร่,simple,13.46 วินาที,13.458546876907349
807,พลังอันยิ่งใหญ่ของซูเปอร์ฮีโร่คือ Helen Parr เป็นชื่อเต็มของพวกเขาคืออะไร?,มหาอำนาจหมายถึง power_name; Helen Parr เป็นชื่อเต็มของซูเปอร์ฮีโร่,simple,16.29 วินาที,16.289320945739746
808,ค้นหาการแข่งขันของซูเปอร์ฮีโร่ที่มีน้ำหนัก 108 กก. และสูง 188 ซม.,น้ำหนัก 108 กิโลกรัมหมายถึง weight_kg = 108; สูง 188 ซม. หมายถึงความสูง _cm = 188;,simple,17.70 วินาที,17.701765060424805
809,ชื่อสำนักพิมพ์ของ Superhero ID 38 คืออะไร?,Superhero ID 38 หมายถึง superhero.id = 38;,simple,12.03 วินาที,12.030170917510986
810,การแข่งขันของซูเปอร์ฮีโร่ที่มีค่าแอตทริบิวต์สูงสุดคืออะไร?,ค่าแอตทริบิวต์สูงสุดหมายถึงสูงสุด (attribute_value);,simple,9.30 วินาที,9.304165124893188
811,ให้การจัดตำแหน่งและมหาอำนาจของซูเปอร์ฮีโร่ชื่อ Atom IV,มหาอำนาจหมายถึง power_name;,simple,16.46 วินาที,16.462426900863647
812,แสดงชื่อฮีโร่เต็มชื่ออย่างน้อยห้าชื่อด้วยดวงตาสีฟ้า,ดวงตาสีฟ้าหมายถึง colour.colour = 'สีน้ำเงิน' โดยที่ eye_colour_id = colour.id; ชื่อของฮีโร่หมายถึง superhero_name;,simple,11.39 วินาที,11.394000053405762
813,คำนวณค่าแอตทริบิวต์เฉลี่ยของฮีโร่ที่เป็นกลางทั้งหมด,ค่าเฉลี่ย = avg (attribute_value); ฮีโร่ที่เป็นกลางหมายถึงการจัดตำแหน่ง _id = 3;,simple,16.09 วินาที,16.08635687828064
814,แสดงรายการสีผิวของฮีโร่ที่มีค่า 100,สีผิวหมายถึง Colour.Colour โดยที่ Skin_Colour_id = Colour.id; 100 ค่าแอตทริบิวต์หมายถึง attribute_value = 100;,moderate,15.47 วินาที,15.473302125930786
815,นับฮีโร่หญิงที่ดี,ดีหมายถึงการจัดตำแหน่ง. id = 1; ผู้หญิงหมายถึงเพศ.id = 2;,simple,9.25 วินาที,9.246760845184326
816,ระบุชื่อของฮีโร่ที่มีค่าแอตทริบิวต์ระหว่าง 75 ถึง 80,ชื่อของฮีโร่หมายถึง superhero_name; ค่าแอตทริบิวต์ระหว่าง 75 ถึง 80 หมายถึง attribute_value ระหว่าง 75 และ 80;,simple,11.41 วินาที,11.40755009651184
817,ให้การแข่งขันของซูเปอร์ฮีโร่ชายผมสีฟ้า,ผมสีฟ้าหมายถึง colour.colour = 'สีน้ำเงิน' โดยที่ hav_colour_id = colour.id; ชายหมายถึงเพศ = 'ชาย';,moderate,17.12 วินาที,17.1165509223938
818,ในบรรดาฮีโร่ที่ไม่ดีเปอร์เซ็นต์ของฮีโร่หญิงคืออะไร?,"ฮีโร่ที่ไม่ดีหมายถึงการจัดตำแหน่ง. id = 2; เปอร์เซ็นต์ = ทวีคูณ (หาร (sum (gender.id = 2 โดยที่ allignment.id = 2) นับ (allignment.id = 2)), 100.0); ผู้หญิงหมายถึงเพศ.id = 2;",challenging,18.66 วินาที,18.659612894058228
819,ในฮีโร่ที่มีข้อมูลน้ำหนักหายไปคำนวณความแตกต่างระหว่างจำนวนฮีโร่ที่มีดวงตาสีฟ้าและไม่มีสีตา,"ข้อมูลน้ำหนักที่ขาดหายไปหมายถึง weight_kg = 0 หรือ t1.weight_kg = null; ความแตกต่าง = ลบ (sum (colour.id = 7), ผลรวม (colour.id = 1)); ดวงตาสีฟ้าหมายถึง eye_colour_id โดยที่ colour.id = 7; ไม่มีสีตาหมายถึง eye_colour_id โดยที่ colour.id = 1;",challenging,18.28 วินาที,18.283423900604248
820,Hulk แข็งแกร่งแค่ไหน?,ความแข็งแกร่งหมายถึง attribute_value โดยที่ attribute_name = 'Strength'; hulk หมายถึง superhero_name = 'hulk';,moderate,14.76 วินาที,14.757853984832764
821,แสดงรายการมหาอำนาจของ Ajax,Ajax หมายถึง superhero_name = 'ajax'; มหาอำนาจหมายถึง power_name;,simple,15.25 วินาที,15.249040126800537
822,มีคนร้ายผิวสีเขียวกี่ตัวในจักรวาลซูเปอร์ฮีโร่?,ผิวสีเขียวหมายถึง colour.colour = 'สีเขียว' โดยที่ skin_colour_id = colour.id; วายร้ายหมายถึงการจัดตำแหน่ง = 'ไม่ดี';,moderate,12.86 วินาที,12.860712766647339
823,ซูเปอร์ฮีโร่หญิงกี่คนใน Marvel Comics?,หญิงหมายถึงเพศ = 'หญิง'; Marvel Comics หมายถึง publisher_name = 'Marvel Comics';,moderate,12.10 วินาที,12.101891994476318
824,ระบุฮีโร่ที่สามารถควบคุมลมและแสดงชื่อตามลำดับตัวอักษร,ฮีโร่หมายถึง superhero_name; สามารถควบคุมลมได้หมายถึง power_name = 'การควบคุมลม';,moderate,15.10 วินาที,15.10369610786438
825,ระบุเพศของซูเปอร์ฮีโร่ที่มีความสามารถในการบังคับฟีนิกซ์,ความสามารถของแรงฟีนิกซ์หมายถึง power_name = 'Phoenix Force';,moderate,17.41 วินาที,17.41361117362976
826,ระบุซูเปอร์ฮีโร่ที่หนักที่สุดในการ์ตูนดีซี,หนักที่สุดหมายถึงสูงสุด (weight_kg); การ์ตูนดีซีหมายถึง publisher_name = 'DC Comics'; ซูเปอร์ฮีโร่หมายถึง superhero_name;,simple,11.75 วินาที,11.753902912139893
827,ความสูงเฉลี่ยของซูเปอร์ฮีโร่ที่ไม่ใช่มนุษย์ในการ์ตูนม้ามืดคืออะไร?,ค่าเฉลี่ย = avg (height_cm); ซูเปอร์ฮีโร่ที่ไม่ใช่มนุษย์หมายถึงเผ่าพันธุ์ <> 'มนุษย์'; Dark Horse Comics หมายถึง Publisher_name = 'Dark Horse Comics';,moderate,16.73 วินาที,16.73310685157776
828,นับฮีโร่ที่เร็วที่สุด,เร็วที่สุดหมายถึง attribute_value = 100 โดยที่ attribute_name = 'speed';,simple,12.95 วินาที,12.950949668884277
829,ผู้จัดพิมพ์รายใดที่สร้างฮีโร่มากขึ้น: DC หรือ Marvel Comics? ค้นหาความแตกต่างในจำนวนฮีโร่,"DC หมายถึง publisher_name = 'DC Comics'; Marvel Comics หมายถึง publisher_name = 'Marvel Comics'; ความแตกต่าง = ลบ (sum (publisher_name = 'dc comics'), sum (publisher_name = 'Marvel Comics'));",challenging,14.11 วินาที,14.112000942230225
830,ระบุคุณลักษณะที่อ่อนแอที่สุดของเสือดำ,แอตทริบิวต์ที่อ่อนแอที่สุดหมายถึง attribute_name โดยที่ min (attribute_value); Black Panther หมายถึง superhero_name = 'Black Panther';,moderate,17.68 วินาที,17.681827068328857
831,สีตาของสิ่งที่น่ารังเกียจคืออะไร?,สิ่งที่น่ารังเกียจหมายถึง superhero_name = 'Abomination'; สีตาหมายถึง Colour.Colour โดยที่ Eye_Colour_id = Colour.id;,simple,12.80 วินาที,12.802229881286621
832,ตั้งชื่อซูเปอร์ฮีโร่ที่สูงที่สุด,ซูเปอร์ฮีโร่ที่สูงที่สุดหมายถึง Max (HIGHT_CM);,simple,8.66 วินาที,8.656791687011719
833,ตั้งชื่อซูเปอร์ฮีโร่หรือรู้จักกันในชื่อ Charles Chandler,ชื่อซูเปอร์ฮีโร่หมายถึง superhero_name; Charles Chandler เป็นชื่อเต็มของซูเปอร์ฮีโร่,simple,8.96 วินาที,8.957300901412964
834,ในบรรดาฮีโร่ทั้งหมดที่สร้างโดย George Lucas ระบุเปอร์เซ็นต์ของฮีโร่หญิง,"สร้างโดย George Lucas หมายถึง Publisher_name = 'George Lucas'; เปอร์เซ็นต์ = ทวีคูณ (หาร (ผลรวม (เพศ = 'หญิง' โดยที่ publisher_name = 'George Lucas') นับ (Publisher_name = 'George Lucas')), 100.0); หญิงหมายถึงเพศ = 'หญิง';",challenging,20.16 วินาที,20.16137981414795
835,ในบรรดาฮีโร่ทั้งหมดใน Marvel Comics ระบุเปอร์เซ็นต์ของฮีโร่ 'ดี',"Marvel Comics หมายถึง publisher_name = 'Marvel Comics'; เปอร์เซ็นต์ = ทวีคูณ (หาร (ผลรวม (การจัดตำแหน่ง = 'ดี' โดยที่ publisher_name = 'Marvel Comics') นับ (publisher_name = 'Marvel Comics')), 100.0); ฮีโร่ที่ดีหมายถึงการจัดตำแหน่ง = 'ดี';",challenging,21.20 วินาที,21.19732904434204
836,จำนวนฮีโร่ทั้งหมดที่มีจอห์นเป็นชื่อแรกของพวกเขาคืออะไร?,ให้จอห์นเป็นชื่อแรกของพวกเขาหมายถึง full_name เช่น 'John%';,simple,8.41 วินาที,8.406493902206421
837,ให้ ID ฮีโร่ของซูเปอร์ฮีโร่ด้วยค่าแอตทริบิวต์ต่ำสุด,ค่าแอตทริบิวต์ต่ำสุดหมายถึง min (attribute_value);,simple,11.37 วินาที,11.373378038406372
838,ให้ชื่อเต็มของซูเปอร์ฮีโร่ชื่อเอเลี่ยน,,simple,9.08 วินาที,9.081623077392578
839,ในฮีโร่ที่มีน้ำหนักน้อยกว่า 100 แสดงชื่อเต็มของฮีโร่ด้วยดวงตาสีน้ำตาล,น้ำหนักน้อยกว่า 100 หมายถึง weight_kg <100,simple,12.20 วินาที,12.195625066757202
840,แสดงรายการค่าแอตทริบิวต์ของซูเปอร์ฮีโร่ชื่อ Aquababy,,simple,13.88 วินาที,13.876567125320435
841,ให้น้ำหนักและการแข่งขันของซูเปอร์ฮีโร่ด้วย Superhero ID 40,น้ำหนักหมายถึง weight_kg; Superhero ID 40 หมายถึง superhero.id = 40;,simple,9.13 วินาที,9.127485990524292
842,คำนวณความสูงเฉลี่ยของฮีโร่ที่เป็นกลางทั้งหมด,,simple,11.00 วินาที,10.996258735656738
843,แสดงรายการฮีโร่ของฮีโร่ของฮีโร่มี intellegence เป็นพลังของพวกเขา,Hero ID หมายถึง superhero.id; มีสติปัญญาเป็นพลังของพวกเขาหมายถึง power_name = 'ความฉลาด';,simple,16.26 วินาที,16.256800174713135
844,ให้สีตาของ Blackwulf,สีตาหมายถึง Colour.Colour โดยที่ Eye_Colour_id = Colour.id; Blackwulf หมายถึง superhero_name = 'blackwulf';,simple,12.79 วินาที,12.79465913772583
845,แสดงรายการพลังของฮีโร่ที่มีความสูงมากกว่า 80% ของความสูงเฉลี่ยของฮีโร่ทั้งหมด,"พลังของฮีโร่หมายถึง power_name; ความสูงมากกว่า 80% ของความสูงเฉลี่ยของซูเปอร์ฮีโร่ทั้งหมด = ความสูง _cm> ทวีคูณ (AVG (height_cm), 0.8);",moderate,18.10 วินาที,18.095185041427612
846,โปรดแสดงชื่อชื่ออ้างอิงของไดรเวอร์ที่ถูกกำจัดในช่วงแรกในหมายเลขการแข่งขัน 20,ชื่ออ้างอิงไดรเวอร์หมายถึง DriverRef; ระยะเวลาที่ผ่านการคัดเลือกครั้งแรกหมายถึงไตรมาสที่ 1; ไดรเวอร์ที่ถูกกำจัดในช่วงเวลาที่ผ่านการคัดเลือกครั้งแรกหมายถึง 5 ไดรเวอร์ที่มีสูงสุด (Q1); หมายเลขการแข่งขันหมายถึง RaceID;,moderate,21.98 วินาที,21.97859787940979
847,นามสกุลของผู้ขับขี่ที่มีเวลารอบที่ดีที่สุดในการแข่งขันหมายเลข 19 ในช่วงเวลาที่สองมีคุณสมบัติเหมาะสม?,หมายเลขการแข่งขันหมายถึง RaceID; ระยะเวลาที่ผ่านการคัดเลือกครั้งที่สองหมายถึงไตรมาสที่ 2; เวลารอบที่ดีที่สุดหมายถึง min (q2);,simple,21.49 วินาที,21.4930682182312
848,โปรดแสดงรายการปีระหว่างที่การแข่งขันจัดขึ้นในวงจรในเซี่ยงไฮ้,เซี่ยงไฮ้เป็นชื่อของสถานที่,simple,19.37 วินาที,19.37458086013794
849,การแนะนำของการแข่งขันที่จัดขึ้นใน Circuit de Barcelona-Catalunya จะพบได้ที่ไหน?,การแนะนำการแข่งขันหมายถึง URL; Circuit de Barcelona-Catalunya เป็นชื่อของวงจร,simple,9.96 วินาที,9.956969261169434
850,โปรดตั้งชื่อการแข่งขันที่จัดขึ้นในวงจรในประเทศเยอรมนี,เยอรมนีเป็นชื่อของประเทศ,simple,9.30 วินาที,9.303840160369873
851,โปรดแสดงรายการตำแหน่งของวงจรที่สร้างโดยตัวสร้างเรโนลต์,เรโนลต์เป็นชื่อของตัวสร้าง,simple,16.83 วินาที,16.832677841186523
852,มีกี่เผ่าพันธุ์ในปี 2010 ที่จัดขึ้นใน Grand Prixs นอกเอเชียและยุโรป?,,moderate,23.81 วินาที,23.807245016098022
853,โปรดตั้งชื่อเผ่าพันธุ์ที่จัดขึ้นในวงจรในสเปน,สเปนเป็นชื่อของประเทศ,simple,15.27 วินาที,15.272021055221558
854,ที่ตั้งของพิกัดของวงจรสำหรับออสเตรเลียแกรนด์ปรีซ์คืออะไร?,"ตำแหน่งพิกัด/ตำแหน่งหมายถึง LAT, LNG; Circuits for Australian Grand Prix หมายถึง Races.name = 'Australian Grand Prix'",simple,10.45 วินาที,10.454661846160889
855,ฉันจะหาข้อมูลเกี่ยวกับการแข่งขันที่จัดขึ้นใน Sepang International Circuit ได้ที่ไหน,ข้อมูลเกี่ยวกับการแข่งขันหมายถึง URL;,simple,16.97 วินาที,16.974470853805542
856,โปรดระบุเวลาของการแข่งขันที่จัดขึ้นใน Sepang International Circuit,,simple,9.67 วินาที,9.670296907424927
857,ให้ตำแหน่งพิกัดสำหรับอาบูดาบีแกรนด์ปรีซ์,"ตำแหน่งพิกัด/ตำแหน่งหมายถึง LAT, LNG; Abu Dhabi Grand Prix หมายถึง Races.name = 'Abu Dhabi Grand Prix'",simple,9.13 วินาที,9.133372068405151
858,ตัวสร้างประเทศใดที่มี 1 คะแนนในการแข่งขันหมายเลข 24 จาก?,หมายเลขการแข่งขันหมายถึง RaceID;,simple,13.00 วินาที,13.002826929092407
859,Q1 ของ Bruno Senna คืออะไรในการแข่งขันรอบคัดเลือกหมายเลข 354?,หมายเลขการแข่งขันหมายถึง RaceID; Bruno Senna หมายถึงชื่อเต็มของคนขับ; ชื่อเต็มของไดรเวอร์หมายถึงไดรเวอร์ forename และ drivers.surname;,simple,21.82 วินาที,21.817660808563232
860,สำหรับคนขับรถที่มีเวลา Q2 เป็น 0:01:40 ในการแข่งขันรอบคัดเลือกหมายเลข 355 สัญชาติของเขาคืออะไร?,หมายเลขการแข่งขันหมายถึง RaceID;,simple,22.31 วินาที,22.313886880874634
861,จำนวนคนขับรถของเขาที่เสร็จ 0:01:54 ในไตรมาส 3 ของการแข่งขันรอบคัดเลือกหมายเลข 903?,หมายเลขการแข่งขันหมายถึง RaceID; เสร็จสิ้น 0: 0M: SS ใน Q3 หมายถึง Q3 เช่น 'M: SS%',simple,23.66 วินาที,23.659038066864014
862,สำหรับ Bahrain Grand Prix ในปี 2550 มีผู้ขับขี่กี่คนที่ยังไม่จบเกม?,บาห์เรนแกรนด์กรังปรีซ์หมายถึงการแข่งขัน name = 'บาห์เรนแกรนด์กรังปรีซ์'; ไดรเวอร์ที่จบการแข่งขันหมายถึงเวลาไม่ว่างเปล่า (เช่นเวลาไม่เป็นโมฆะ);,simple,22.96 วินาที,22.96007513999939
863,แสดงหน้าฤดูกาลของปีเมื่อการแข่งขันหมายเลข 901 เกิดขึ้น,หมายเลขการแข่งขันหมายถึง RaceID;,simple,15.74 วินาที,15.743992805480957
864,สำหรับการแข่งขันที่เกิดขึ้นในปี 2015/11/29 มีผู้ขับขี่กี่คนจบเกม?,เกมและการแข่งขันเป็นคำพ้องความหมาย ผู้ขับขี่ที่จบการแข่งขันควรมีการบันทึกทันเวลา,simple,14.48 วินาที,14.477981328964233
865,สำหรับผู้ขับขี่ทุกคนที่จบเกมในการแข่งขันหมายเลข 592 ใครที่เก่าแก่ที่สุด?,ไดรเวอร์ที่จบการแข่งขันหมายถึงเวลาไม่ว่างเปล่า (เช่นเวลาไม่เป็นโมฆะ); หมายเลขการแข่งขันหมายถึง RaceID; วันเดือนปีเกิดหมายถึง drivers.dob; ค่าวันเกิดที่ใหญ่ขึ้นของคนที่อายุน้อยกว่าคือและในทางกลับกัน;,moderate,16.98 วินาที,16.98446488380432
866,ใครคือผู้เล่นที่มีเวลารอบ 0:01:27 ในการแข่งขันหมายเลข 161? แสดงเว็บไซต์แนะนำของเขา,ผู้เล่นและไดรเวอร์เป็นคำพ้องความหมาย เวลารอบ 0: 0m: SS หมายถึง laptime เวลาเช่น 'M: SS%'; หมายเลขการแข่งขันหมายถึง RaceID; แนะนำเว็บไซต์ของไดรเวอร์หมายถึง URL;,moderate,20.22 วินาที,20.21944308280945
867,สำหรับคนขับที่ตั้งความเร็วรอบที่เร็วที่สุดในการแข่งขัน No.933 เขามาจากไหน?,ความเร็วรอบที่เร็วที่สุดหมายถึง Max (Fastestlapspeed);,simple,24.12 วินาที,24.124825954437256
868,มาเลเซียแกรนด์ปรีซ์จัดขึ้นที่ไหน? ให้พิกัดที่ตั้ง,"พิกัดที่ตั้งหมายถึง (lat, lng); Malaysian Grand Prix หมายถึง Races.name = 'Malaysian Grand Prix'",simple,16.84 วินาที,16.8370521068573
869,สำหรับตัวสร้างที่มีจุดสูงสุดในการแข่งขันหมายเลข 9 เว็บไซต์แนะนำคืออะไร?,หมายเลขการแข่งขันหมายถึง RaceID; ตัวสร้างที่ได้รับจุดสูงสุดหมายถึงสูงสุด (contructorresults.points); แนะนำเว็บไซต์ของคอนสตรัคเตอร์หมายถึง URL;,moderate,14.16 วินาที,14.158046960830688
870,Q1 ของ Lucas Di Grassi คืออะไรในการแข่งขันหมายเลข 345?,หมายเลขการแข่งขันหมายถึง RaceID;,simple,23.71 วินาที,23.70537281036377
871,สำหรับคนขับรถที่มีเวลา Q2 เป็น 0:01:15 ในการแข่งขันหมายเลข 347 เขามาจากไหน?,หมายเลขการแข่งขันหมายถึง RaceID;,simple,22.46 วินาที,22.464484214782715
872,ในการแข่งขันหมายเลข 45 สำหรับคนขับที่มีเวลา Q3 เป็น 0:01:33 รหัสย่อของเขาคืออะไร?,หมายเลขการแข่งขันหมายถึง RaceID; มีเวลา Q3 เป็น 0: 0M: SS หมายถึง Q3 เช่น 'M: SS%',simple,22.58 วินาที,22.576974153518677
873,เวลาเสร็จสิ้นจริงสำหรับ Bruce McLaren ในการแข่งขัน No.743 คืออะไร?,หมายเลขการแข่งขันหมายถึง RaceID;,simple,19.64 วินาที,19.639595985412598
874,ใครเป็นคนที่สองใน San Marino Grand Prix ในปี 2549?,ที่สองเสร็จสิ้นหมายถึงตำแหน่ง = 2;,simple,18.51 วินาที,18.506491899490356
875,แสดงหน้าฤดูกาลของปีเมื่อการแข่งขันหมายเลข 901 เกิดขึ้น,หน้าฤดูกาลหมายถึง URL; หมายเลขการแข่งขันหมายถึง RaceID;,simple,19.40 วินาที,19.400137901306152
876,สำหรับการแข่งขันที่เกิดขึ้นในปี 2015/11/29 มีผู้ขับขี่กี่คนที่ไม่จบเกม?,เกมและการแข่งขันเป็นคำพ้องความหมาย ผู้ขับขี่ที่ยังไม่จบการแข่งขันควรมีการบันทึกทันเวลา,simple,24.35 วินาที,24.34729027748108
877,สำหรับผู้ขับขี่ทุกคนที่จบเกมในการแข่งขันหมายเลข 872 ซึ่งเป็นใครที่อายุน้อยที่สุด?,หมายเลขการแข่งขันหมายถึง RaceID; ไดรเวอร์ที่จบการแข่งขันหมายถึงเวลามีค่า ที่อายุน้อยที่สุดคือคนขับรถที่ Max (DOB);,moderate,22.39 วินาที,22.392377138137817
878,ใครคือคนขับที่มีเวลารอบที่ดีที่สุดในการแข่งขันหมายเลข 348? ให้ชื่อเต็มของเขา,หมายเลขการแข่งขันหมายถึง RaceID; เวลารอบที่ดีที่สุดหมายถึงขั้นต่ำ (เวลา),simple,21.09 วินาที,21.09130311012268
879,สำหรับคนขับที่ตั้งความเร็วรอบที่เร็วที่สุดสัญชาติของเขาคืออะไร?,ความเร็วรอบที่เร็วที่สุดหมายถึง (สูงสุด) FastEstlapspeed;,moderate,20.06 วินาที,20.0635929107666
880,Paul di Resta อยู่ในการแข่งขันหมายเลข 853 เขาจบลงด้วยเปอร์เซ็นต์เร็วกว่าในการแข่งขัน 853 มากกว่าการแข่งขันครั้งต่อไปด้วยความเร็วรอบที่เร็วที่สุด?,"Paul di Resta หมายถึงชื่อเต็มของคนขับ ชื่อเต็มของไดรเวอร์หมายถึง drivers.forename = 'Paul' และ drivers.surname = 'di resta'; หมายเลขการแข่งขันหมายถึง RaceID; เปอร์เซ็นต์ = หาร (ลบ (FastEstLapSpeed ​​(RaceID = 853), (FastEstLapSpeed ​​(RaceID = 854)) * 100, (FastEstLapSpeed ​​(RaceID = 853)))",challenging,25.25 วินาที,25.247036933898926
881,สำหรับผู้ขับขี่ที่มีส่วนร่วมในการแข่งขันในปี 1983/7/16 อัตราการแข่งขันของพวกเขาคืออะไร?,"Divide (count (driverid เมื่อเวลามีค่า), (count (driverid)) เป็นเปอร์เซ็นต์; ในปี 1983/7/16 หมายถึงเมื่อวันที่ = '1983-07-16'",moderate,19.69 วินาที,19.68728494644165
882,ปีไหนที่สิงคโปร์แกรนด์ปรีซ์เป็นปีไหน?,การแข่งขันครั้งแรกหมายถึงการแข่งขันที่เกิดขึ้นในขั้นต่ำ (ปี);,simple,15.95 วินาที,15.94651174545288
883,ในปี 2548 มีกี่เผ่าพันธุ์? ตั้งชื่อเผ่าพันธุ์ทั้งหมดตามลำดับจากมากไปน้อย,,simple,7.83 วินาที,7.827160835266113
884,แสดงชื่อชื่อของเผ่าพันธุ์ทั้งหมดที่เกิดขึ้นในปีแรก ๆ ที่บันทึกไว้,ปีและเดือนที่บันทึกเร็วที่สุดหมายถึงปี = ปี (ขั้นต่ำ (วันที่)) และเดือน = เดือน (นาที (วันที่));,moderate,8.86 วินาที,8.86170768737793
885,ระบุชื่อและวันที่ของการแข่งขันรอบสุดท้ายในปี 1999,รอบสุดท้ายหมายถึงสูงสุด (รอบ);,simple,9.52 วินาที,9.522448778152466
886,ปีไหนที่มีการแข่งขันมากที่สุด?,จำนวนเผ่าพันธุ์มากที่สุดหมายถึงสูงสุด (รอบ);,simple,8.92 วินาที,8.917464017868042
887,ตั้งชื่อการแข่งขันในปี 2560 ที่ไม่ได้เป็นเจ้าภาพในปี 2543,ไม่ได้เป็นเจ้าภาพหมายความว่าไม่อยู่ใน;,simple,11.46 วินาที,11.457340240478516
