question_num,question,generation_time_formatted,generation_time_seconds
786,ชื่อเมืองต่างๆ ในยุโรปที่ภาษาอังกฤษไม่ใช่ภาษาราชการมีชื่ออะไรบ้าง?,15 นาที 56.77 วินาที (956.77 วินาที),956.7743198871613
787,เมืองใดที่มีเอกลักษณ์เฉพาะในประเทศแถบเอเชียซึ่งมีภาษาจีนเป็นภาษาราชการ,21 นาที 44.06 วินาที (1304.06 วินาที),1304.0642321109772
788,ส่งกลับชื่อเมืองต่างๆ ในเอเชีย และภาษาจีนเป็นภาษาราชการ,17 นาที 1.59 วินาที (1021.59 วินาที),1021.5898940563202
789,ชื่ออะไร ปีเอกราช และพื้นที่ผิวของประเทศที่มีประชากรน้อยที่สุดคืออะไร,6 นาที 17.25 วินาที (377.25 วินาที),377.2519721984863
790,ระบุชื่อ ปีที่ได้รับเอกราช และพื้นที่ของประเทศที่มีประชากรน้อยที่สุด,3.40 วินาที,3.3954408168792725
791,ประชากร ชื่อ และผู้นำของประเทศที่มีพื้นที่มากที่สุดคือข้อใด,16 นาที 56.18 วินาที (1016.18 วินาที),1016.1786580085754
792,ระบุชื่อ ประชากร และประมุขของประเทศที่มีพื้นที่มากที่สุด,16 นาที 10.48 วินาที (970.48 วินาที),970.484808921814
793,ส่งกลับชื่อประเทศและจำนวนภาษาที่พูดสำหรับแต่ละประเทศที่พูดอย่างน้อย 3 ภาษา,27 นาที 48.23 วินาที (1668.23 วินาที),1668.2301077842712
794,ประเทศที่พูดมากกว่า 2 ภาษามีชื่ออะไรบ้าง และพูดได้กี่ภาษา,15 นาที 15.80 วินาที (915.80 วินาที),915.7957787513733
795,ค้นหาจำนวนเมืองในแต่ละเขตที่มีประชากรมากกว่าจำนวนประชากรเฉลี่ยของเมือง?,15 นาที 11.25 วินาที (911.25 วินาที),911.2458689212799
796,มีกี่เมืองในแต่ละเขตที่มีประชากรสูงกว่าจำนวนประชากรเฉลี่ยในทุกเมือง,15 นาที 3.33 วินาที (903.33 วินาที),903.3325769901276
797,ค้นหาชื่อแบบฟอร์มรัฐบาลและจำนวนประชากรทั้งหมดสำหรับแบบฟอร์มรัฐบาลแต่ละรูปแบบที่มีอายุขัยเฉลี่ยมากกว่า 72,3.47 วินาที,3.469586133956909
798,รูปแบบของรัฐบาลที่แตกต่างกันคืออะไร และจำนวนประชากรทั้งหมดของแต่ละรูปแบบสำหรับรูปแบบของรัฐบาลที่มีอายุขัยเฉลี่ยมากกว่า 72 เป็นเท่าใด,15 นาที 29.58 วินาที (929.58 วินาที),929.5807690620422
799,ค้นหาอายุขัยเฉลี่ยและจำนวนประชากรทั้งหมดในแต่ละทวีปที่มีอายุขัยเฉลี่ยน้อยกว่า 72?,16 นาที 35.19 วินาที (995.19 วินาที),995.1876049041748
800,ทวีปต่างๆ และจำนวนประชากรทั้งหมดและอายุขัยเฉลี่ยที่สอดคล้องกับแต่ละทวีปสำหรับทวีปที่มีอายุขัยเฉลี่ยน้อยกว่า 72 มีอะไรบ้าง,16 นาที 50.81 วินาที (1010.81 วินาที),1010.8097939491272
801,ชื่อและพื้นที่ของประเทศที่มีพื้นที่ใหญ่ที่สุด 5 อันดับแรกคืออะไร?,17 นาที 44.76 วินาที (1064.76 วินาที),1064.7643957138062
802,ส่งกลับชื่อและพื้นที่ผิวของประเทศที่ใหญ่ที่สุด 5 ประเทศ,9 นาที 44.98 วินาที (584.98 วินาที),584.9811868667603
803,ประเทศที่มีประชากรมากที่สุด 3 อันดับแรกชื่ออะไร?,2.54 วินาที,2.539541006088257
804,ส่งกลับชื่อประเทศที่มีประชากรมากที่สุด 3 ประเทศ,2.60 วินาที,2.596956968307495
805,ประเทศที่มีประชากรน้อยที่สุด 3 อันดับแรกมีชื่ออะไรบ้าง?,16 นาที 14.84 วินาที (974.84 วินาที),974.8396291732788
806,กลับรายชื่อ 3 ประเทศที่มีคนน้อยที่สุด,2.48 วินาที,2.4798598289489746
807,มีกี่ประเทศในเอเชีย?,15 นาที 51.42 วินาที (951.42 วินาที),951.4169228076935
808,นับจำนวนประเทศในเอเชีย,2.50 วินาที,2.497509241104126
809,"ประเทศที่อยู่ในทวีปยุโรปและมีประชากร 80,000 ชื่อประเทศอะไร",4.09 วินาที,4.091052055358887
810,ระบุชื่อประเทศที่อยู่ในยุโรปและมีประชากรเท่ากับ 80000,7 นาที 13.47 วินาที (433.47 วินาที),433.467267036438
811,"ประชากรทั้งหมดและพื้นที่เฉลี่ยของประเทศในทวีปอเมริกาเหนือซึ่งมีพื้นที่มากกว่า 3,000 คือเท่าใด",4 นาที 17.52 วินาที (257.52 วินาที),257.51510667800903
812,ให้จำนวนประชากรทั้งหมดและพื้นที่ผิวเฉลี่ยที่สอดคล้องกับประเทศในทวีปอเมริกาเหนือที่มีพื้นที่ผิวมากกว่า 3000,17 นาที 42.70 วินาที (1062.70 วินาที),1062.6991119384766
813,"เมืองใดบ้างที่มีประชากรระหว่าง 160,000 ถึง 900,000 คน",17 นาที 34.36 วินาที (1054.36 วินาที),1054.3647739887238
814,ส่งกลับชื่อเมืองที่มีประชากรระหว่าง 160000 ถึง 900000,17 นาที 50.35 วินาที (1070.35 วินาที),1070.3530089855194
815,ประเทศใดพูดภาษาใดมากที่สุด?,7 นาที 52.19 วินาที (472.19 วินาที),472.1902849674225
816,ให้ภาษาที่พูดกันในประเทศส่วนใหญ่,15 นาที 29.18 วินาที (929.18 วินาที),929.1763031482697
817,ผู้คนส่วนใหญ่ในแต่ละประเทศพูดภาษาอะไร,17 นาที 52.10 วินาที (1072.10 วินาที),1072.1032130718231
818,รหัสประเทศของประเทศต่างๆ คืออะไร และภาษาใดบ้างที่มีคนพูดมากที่สุดในแต่ละประเทศ,16 นาที 20.88 วินาที (980.88 วินาที),980.8798010349274
819,จำนวนประเทศที่มีผู้พูดภาษาสเปนมากที่สุดคือจำนวนเท่าใด,11 นาที 18.67 วินาที (678.67 วินาที),678.6688368320465
820,นับจำนวนประเทศที่ใช้ภาษาสเปนเป็นภาษาพูดส่วนใหญ่,4.20 วินาที,4.2041051387786865
821,รหัสของประเทศใดที่ผู้คนพูดภาษาสเปนมากที่สุดคือรหัสอะไร,15 นาที 19.15 วินาที (919.15 วินาที),919.1539330482483
822,ส่งกลับรหัสประเทศที่ใช้ภาษาสเปนเป็นภาษาพูดส่วนใหญ่,15 นาที 41.80 วินาที (941.80 วินาที),941.8011889457703
823,มีตัวนำกี่ตัว?,15 นาที 55.38 วินาที (955.38 วินาที),955.3760099411011
824,นับจำนวนตัวนำ,1.67 วินาที,1.6682369709014893
825,รายชื่อผู้ควบคุมวงเรียงตามอายุจากน้อยไปหามาก,2.09 วินาที,2.0910987854003906
826,ตัวนำชื่ออะไร เรียงตามอายุ?,13 นาที 55.79 วินาที (835.79 วินาที),835.7934827804565
827,"ชื่อของผู้ควบคุมวงที่ไม่ใช่สัญชาติ ""สหรัฐอเมริกา"" คืออะไร?",2.76 วินาที,2.7569851875305176
828,"กลับชื่อผู้ควบคุมวงที่ไม่มีสัญชาติ ""USA""",17 นาที 9.57 วินาที (1029.57 วินาที),1029.5696980953217
829,บริษัทแผ่นเสียงของวงออเคสตราโดยเรียงตามปีที่พวกเขาก่อตั้งขึ้นจากมากไปหาน้อยคืออะไร?,3.36 วินาที,3.3616719245910645
830,ส่งคืนคณะแผ่นเสียงของวงออเคสตรา เรียงตามปีที่พวกเขาก่อตั้ง,6 นาที 49.49 วินาที (409.49 วินาที),409.485319852829
831,ผู้เข้าชมการแสดงโดยเฉลี่ยคือเท่าไร?,2.08 วินาที,2.0768990516662598
832,ส่งคืนจำนวนผู้เข้าร่วมเฉลี่ยของการแสดงทั้งหมด,5 นาที 6.06 วินาที (306.06 วินาที),306.06164503097534
833,"ส่วนแบ่งสูงสุดและต่ำสุดของการแสดงที่ไม่ใช่ประเภท ""รอบชิงชนะเลิศสด"" คือเท่าใด",4.59 วินาที,4.5938239097595215
834,"คืนส่วนแบ่งสูงสุดและต่ำสุดสำหรับผลงานที่ไม่มีประเภท ""Live Final""",15 นาที 57.16 วินาที (957.16 วินาที),957.1567852497101
835,วาทยากรมีกี่สัญชาติ?,2.48 วินาที,2.4837841987609863
836,นับจำนวนผู้ควบคุมสัญชาติต่างๆ,15 นาที 44.00 วินาที (944.00 วินาที),943.9969320297241
837,รายชื่อผู้ควบคุมวงตามลำดับอายุงานจากมากไปหาน้อย,2.68 วินาที,2.6760571002960205
838,ตัวนำชื่ออะไร เรียงตามจำนวนปีที่ทำงานมากไปน้อย?,15 นาที 41.25 วินาที (941.25 วินาที),941.2480220794678
839,รายชื่อผู้ควบคุมวงที่มีผลงานมากที่สุด,17 นาที 49.88 วินาที (1069.88 วินาที),1069.8784809112549
840,วาทยากรที่ทำงานมายาวนานที่สุดชื่ออะไร?,3.04 วินาที,3.038100004196167
841,แสดงชื่อวาทยกรและวงออเคสตราที่พวกเขาแสดง,27 นาที 22.11 วินาที (1642.11 วินาที),1642.111312866211
842,วาทยกรและวงออร์เคสตราที่เกี่ยวข้องที่พวกเขาเคยแสดงชื่ออะไร,6.54 วินาที,6.542237281799316
843,แสดงชื่อวาทยากรที่เคยเล่นออเคสตรามากกว่าหนึ่งวง,16 นาที 58.00 วินาที (1018.00 วินาที),1018.0046269893646
844,วาทยากรที่เคยแสดงในวงออเคสตรามากกว่าหนึ่งวงชื่ออะไร,12 นาที 2.97 วินาที (722.97 วินาที),722.972473859787
845,แสดงชื่อวาทยากรที่เล่นออเคสตรามากที่สุด,31 นาที 54.14 วินาที (1914.14 วินาที),1914.1416101455688
846,วาทยากรที่เล่นออเคสตร้ามากที่สุดชื่ออะไร?,17 นาที 59.53 วินาที (1079.53 วินาที),1079.5258741378784
847,กรุณาแสดงชื่อวาทยากรที่เคยเล่นวงออเคสตราที่ก่อตั้งหลังปี 2551,16 นาที 53.56 วินาที (1013.56 วินาที),1013.5637359619141
848,วาทยากรที่เคยเล่นออเคสตร้าที่ก่อตั้งหลังปี 2551 ชื่ออะไร,17 นาที 15.53 วินาที (1035.53 วินาที),1035.5316610336304
849,โปรดแสดงบริษัทแผ่นเสียงต่างๆ และจำนวนออร์เคสตราที่เกี่ยวข้อง,8 นาที 51.81 วินาที (531.81 วินาที),531.8064229488373
850,บริษัทแผ่นเสียงแต่ละแห่งจัดการวงออเคสตรากี่วง?,3.98 วินาที,3.9835989475250244
851,กรุณาแสดงรูปแบบการบันทึกของวงออเคสตราโดยเรียงลำดับจากน้อยไปหามาก,35.33 วินาที,35.325891971588135
852,รูปแบบการบันทึกที่สำคัญของวงออร์เคสตรา เรียงตามความถี่มีอะไรบ้าง,4.24 วินาที,4.240815877914429
853,รายชื่อบริษัทแผ่นเสียงที่มีวงออเคสตราแบ่งปันมากที่สุด,3.07 วินาที,3.0706539154052734
854,บริษัทแผ่นเสียงใดที่ใช้โดยวงออเคสตราจำนวนมากที่สุด?,4.61 วินาที,4.614828109741211
855,รายชื่อวงออเคสตราที่ไม่มีการแสดง,3.93 วินาที,3.930910348892212
856,วงออร์เคสตราใดบ้างที่ไม่มีการแสดง?,3.92 วินาที,3.9188690185546875
857,แสดงบริษัทแผ่นเสียงที่ใช้ร่วมกันโดยวงออเคสตราที่ก่อตั้งก่อนปี 2003 และหลังปี 2003,6.34 วินาที,6.337852716445923
858,บริษัทแผ่นเสียงใดบ้างที่วงออเคสตราทั้งสองก่อตั้งก่อนปี 2003 และก่อตั้งหลังปี 2003 ใช้บริษัทแผ่นเสียงใดบ้าง,5.96 วินาที,5.962435960769653
859,"ค้นหาจำนวนออเคสตราที่มีรูปแบบบันทึกเป็น ""CD"" หรือ ""DVD""",4.45 วินาที,4.448250770568848
860,นับจำนวนออเคสตราที่มีซีดีหรือดีวีดีเป็นรูปแบบการบันทึก,3.35 วินาที,3.348052978515625
861,แสดงปีที่มีการก่อตั้งวงออร์เคสตราที่มีการแสดงมากกว่าหนึ่งรายการ,5.59 วินาที,5.592894792556763
862,วงออเคสตราที่มีการแสดงมากกว่าหนึ่งครั้งก่อตั้งมาหลายปีกี่ปี?,5.83 วินาที,5.82738995552063
863,มีนักเรียนมัธยมปลายกี่คน?,2.74 วินาที,2.736891031265259
864,นับจำนวนนักเรียนมัธยมปลาย,1.92 วินาที,1.9193341732025146
865,แสดงชื่อและเกรดของนักเรียนมัธยมปลายแต่ละคน,2.05 วินาที,2.053377628326416
866,นักเรียนมัธยมปลายแต่ละคนมีชื่อและเกรดอะไรบ้าง?,2.24 วินาที,2.2438571453094482
867,แสดงคะแนนทั้งหมดของนักเรียนมัธยมปลาย,1.99 วินาที,1.9923250675201416
868,นักเรียนมัธยมปลายแต่ละคนได้เกรดเท่าไหร่?,2.19 วินาที,2.192949056625366
869,ไคล์อยู่ชั้นไหน?,2.60 วินาที,2.5986576080322266
870,คืนเกรดให้กับนักเรียนมัธยมปลายชื่อไคล์,2.62 วินาที,2.6201488971710205
871,แสดงชื่อนักเรียนมัธยมปลายทุกคนในชั้นประถมศึกษาปีที่ 10,2.62 วินาที,2.618986129760742
872,นักเรียนมัธยมปลายทุกคนในชั้นประถมศึกษาปีที่ 10 ชื่ออะไร?,2.76 วินาที,2.7597341537475586
873,แสดงบัตรประจำตัวของนักเรียนมัธยมปลายชื่อไคล์,2.62 วินาที,2.6219332218170166
874,ID ของ Kyle คืออะไร?,2.60 วินาที,2.6032259464263916
875,มีนักเรียนมัธยมปลายกี่คนในเกรด 9 หรือ 10,3.45 วินาที,3.450578212738037
876,นับจำนวนนักเรียนมัธยมปลายในเกรด 9 หรือ 10,3.46 วินาที,3.461066961288452
877,แสดงจำนวนนักเรียนมัธยมปลายในแต่ละชั้น,2.60 วินาที,2.602871894836426
878,แต่ละชั้นมีนักเรียนมัธยมปลายกี่คน?,2.78 วินาที,2.7769651412963867
879,เกรดไหนมีนักเรียนมัธยมปลายมากที่สุด?,3.36 วินาที,3.361769914627075
880,ส่งกลับเกรดที่มีจำนวนนักเรียนมัธยมปลายมากที่สุด,9 นาที 22.46 วินาที (562.46 วินาที),562.4582090377808
881,แสดงเกรดทั้งหมดที่มีนักเรียนอย่างน้อย 4 คนให้ฉันดู,4.75 วินาที,4.7516679763793945
882,เกรดใดที่มีนักเรียนมัธยมปลาย 4 คนขึ้นไป,3.98 วินาที,3.9849019050598145
883,แสดงบัตรประจำตัวนักศึกษาและจำนวนเพื่อนที่ตรงกัน,7.82 วินาที,7.816318035125732
884,นักเรียนแต่ละคนมีเพื่อนกี่คน?,3.16 วินาที,3.16117000579834
885,แสดงชื่อนักเรียนมัธยมปลายและจำนวนเพื่อนที่ตรงกัน,6.86 วินาที,6.855311870574951
886,นักเรียนมัธยมปลายชื่ออะไร และแต่ละคนมีเพื่อนกี่คน?,5.48 วินาที,5.48317289352417
887,นักเรียนมัธยมปลายที่มีเพื่อนมากที่สุดชื่ออะไร?,7.87 วินาที,7.874041318893433
888,กลับชื่อนักเรียนมัธยมปลายที่มีเพื่อนมากที่สุด,8.32 วินาที,8.31880497932434
889,แสดงรายชื่อนักเรียนมัธยมปลายที่มีเพื่อนอย่างน้อย 3 คน,3.45 วินาที,3.4534900188446045
890,นักเรียนมัธยมปลายที่มีเพื่อนตั้งแต่ 3 คนขึ้นไปชื่ออะไร,4.91 วินาที,4.909566879272461
891,แสดงชื่อเพื่อนของ Kyle นักเรียนมัธยมปลายทุกคน,8.08 วินาที,8.078570127487183
892,คืนชื่อเพื่อนของนักเรียนมัธยมปลายไคล์,7.86 วินาที,7.859874963760376
893,ไคล์ นักเรียนมัธยมปลายมีเพื่อนกี่คน?,4.83 วินาที,4.8256800174713135
894,นับจำนวนเพื่อนที่ไคล์มี,4.71 วินาที,4.71235203742981
895,แสดงรหัสนักเรียนทุกคนที่ไม่มีเพื่อน,4.68 วินาที,4.676091194152832
896,นักเรียนมัธยมปลายที่ไม่มีเพื่อนมีรหัสอะไรบ้าง?,3.46 วินาที,3.4626340866088867
897,แสดงรายชื่อนักเรียนมัธยมปลายทุกคนที่ไม่มีเพื่อน,3.45 วินาที,3.453723192214966
898,นักเรียนที่ไม่มีเพื่อนชื่ออะไร?,4.40 วินาที,4.397362947463989
899,แสดงรหัสของนักเรียนมัธยมปลายที่มีเพื่อนและเป็นที่ชื่นชอบของคนอื่นด้วย,5.92 วินาที,5.916991949081421
900,นักศึกษาที่ทั้งมีเพื่อนและชอบมีไอดีอะไรกันบ้าง?,5.66 วินาที,5.655515909194946
901,แสดงชื่อนักเรียนทุกคนที่มีเพื่อนและมีคนอื่นชื่นชอบด้วย,8.85 วินาที,8.851938962936401
902,เด็กม.ปลายที่ทั้งมีเพื่อนและชอบชื่ออะไร?,7.62 วินาที,7.618399143218994
903,นับจำนวนไลค์สำหรับรหัสนักเรียนแต่ละคน,3.42 วินาที,3.4240710735321045
904,รหัสนักเรียนแต่ละคนมียอดไลค์กี่ไลค์?,4.16 วินาที,4.155450105667114
905,แสดงรายชื่อนักเรียนมัธยมปลายที่มียอดไลค์ และจำนวนไลค์ของแต่ละคน,7.12 วินาที,7.118427991867065
906,เด็กม.ปลายที่ชอบชื่ออะไร และแต่ละคนมีกี่ไลค์?,7.67 วินาที,7.673065185546875
907,นักเรียนมัธยมปลายที่มียอดไลค์มากที่สุดชื่ออะไร?,7.97 วินาที,7.9699790477752686
908,ระบุชื่อนักเรียนที่มีการถูกใจมากที่สุด,7.85 วินาที,7.845721006393433
909,แสดงรายชื่อนักเรียนที่มีการถูกใจอย่างน้อย 2 ครั้ง,3.31 วินาที,3.312962055206299
910,นักเรียนที่มียอดไลค์ 2 ไลค์ขึ้นไปมีชื่อว่าอะไร?,6.88 วินาที,6.880545139312744
911,แสดงรายชื่อนักเรียนที่มีเกรดมากกว่า 5 และมีเพื่อนอย่างน้อย 2 คน,5.54 วินาที,5.537859201431274
912,นักเรียนมัธยมปลายที่มีเกรดเกิน 5 และมีเพื่อนตั้งแต่ 2 คนขึ้นไปชื่ออะไร,5.90 วินาที,5.903958082199097
913,ไคล์มีคนกดไลค์กี่คน?,4.66 วินาที,4.664816856384277
914,คืนจำนวนไลค์ที่นักเรียนม.ปลายชื่อไคล์มี,5.97 วินาที,5.967977046966553
915,หาเกรดเฉลี่ยของนักเรียนทุกคนที่มีเพื่อนบ้าง,4.90 วินาที,4.8985679149627686
916,นักเรียนที่มีเพื่อนได้เกรดเฉลี่ยเท่าไหร่?,4.59 วินาที,4.593393802642822
917,ค้นหาเกรดขั้นต่ำของนักเรียนที่ไม่มีเพื่อน,3.87 วินาที,3.866938829421997
918,นักเรียนที่ไม่มีเพื่อนได้เกรดต่ำสุดคือเท่าไหร่?,6.10 วินาที,6.095469951629639
919,รัฐใดที่มีทั้งเจ้าของและผู้เชี่ยวชาญอาศัยอยู่ที่นั่น,6.19 วินาที,6.19215726852417
920,ค้นหารัฐที่ทั้งเจ้าของและผู้เชี่ยวชาญอาศัยอยู่,2.48 วินาที,2.4803218841552734
921,อายุเฉลี่ยของสุนัขที่ผ่านการรักษาใดๆ คือเท่าไร?,2.76 วินาที,2.759816884994507
922,ค้นหาอายุเฉลี่ยของสุนัขที่เข้ารับการรักษา,2.76 วินาที,2.760284185409546
923,ผู้เชี่ยวชาญคนไหนที่อาศัยอยู่ในรัฐอินเดียนาหรือเคยทำการรักษามากกว่า 2 ครั้ง? ระบุรหัส นามสกุล และโทรศัพท์มือถือของเขาหรือเธอ,7.11 วินาที,7.114800930023193
924,ค้นหารหัส นามสกุล และโทรศัพท์มือถือของผู้เชี่ยวชาญที่อาศัยอยู่ในรัฐอินเดียนา หรือเคยทำการรักษามากกว่าสองครั้ง,7.12 วินาที,7.115876913070679
925,"สุนัขตัวไหนที่เจ้าของไม่เสียค่ารักษาเกิน 1,000 ? รายชื่อสุนัข.",6.54 วินาที,6.536597013473511
926,"สุนัขที่เจ้าของใช้เงินค่ารักษาไม่เกิน 1,000 ชื่ออะไร?",7.27 วินาที,7.271991968154907
927,ชื่อใดที่ใช้สำหรับมืออาชีพหรือเจ้าของ แต่ไม่ได้ใช้เป็นชื่อสุนัข,3.92 วินาที,3.92431902885437
928,ค้นหาชื่อที่ใช้สำหรับมืออาชีพหรือเจ้าของ แต่ไม่ได้ใช้เป็นชื่อสุนัข,8.65 วินาที,8.64652419090271
929,มืออาชีพคนไหนที่ไม่ได้ทำการรักษาสุนัขเลย? ระบุ ID บทบาท และอีเมลของผู้เชี่ยวชาญ,5.29 วินาที,5.286532163619995
930,ให้รหัส บทบาท และอีเมลของผู้เชี่ยวชาญที่ไม่ได้รักษาสุนัขเลย,5.60 วินาที,5.5956878662109375
931,เจ้าของคนไหนเลี้ยงสุนัขมากที่สุด? ระบุรหัสเจ้าของ ชื่อ และนามสกุล,9.37 วินาที,9.37447190284729
932,คืนรหัสเจ้าของ ชื่อ และนามสกุลของเจ้าของที่มีสุนัขมากที่สุด,9.69 วินาที,9.687595129013062
933,ผู้เชี่ยวชาญคนไหนเคยทำการรักษามาแล้วอย่างน้อยสองครั้ง? ระบุรหัส บทบาท และชื่อของผู้เชี่ยวชาญ,9.08 วินาที,9.077600002288818
934,รหัส บทบาท และชื่อของผู้เชี่ยวชาญที่ทำการรักษาตั้งแต่สองครั้งขึ้นไปมีอะไรบ้าง?,9.03 วินาที,9.025081157684326
935,ชื่อพันธุ์อะไรมีสุนัขมากที่สุด?,8.78 วินาที,8.775015115737915
936,สุนัขพันธุ์ไหนมีมากที่สุด? แจ้งชื่อพันธุ์ครับ.,8.67 วินาที,8.672161102294922
937,เจ้าของคนไหนที่จ่ายค่ารักษาสุนัขของตนมากที่สุด? ระบุรหัสเจ้าของและนามสกุล,11.71 วินาที,11.711035251617432
938,บอกรหัสเจ้าของและนามสกุลของเจ้าของที่ใช้เงินมากที่สุดในการรักษาสุนัขของตน,11.75 วินาที,11.752880811691284
939,คำอธิบายประเภทการรักษาที่มีค่าใช้จ่ายรวมน้อยที่สุดคืออะไร?,7.60 วินาที,7.599592208862305
940,ขอคำอธิบายประเภทการรักษาที่มีต้นทุนรวมต่ำที่สุด,7.50 วินาที,7.497924089431763
941,เจ้าของคนไหนที่จ่ายเงินให้กับสุนัขของตนมากที่สุด? แสดงรหัสเจ้าของและรหัสไปรษณีย์,12.10 วินาที,12.0954749584198
942,ค้นหารหัสเจ้าของและรหัสไปรษณีย์ของเจ้าของที่ใช้เงินทั้งหมดเพื่อสุนัขของเขาหรือเธอมากที่สุด,12.89 วินาที,12.887264013290405
943,ผู้เชี่ยวชาญคนไหนเคยทำการรักษามาแล้วอย่างน้อย 2 ประเภท? ระบุ ID มืออาชีพและโทรศัพท์มือถือ,9.60 วินาที,9.599130153656006
944,ค้นหารหัสและโทรศัพท์มือถือของผู้เชี่ยวชาญที่ทำการรักษาตั้งแต่สองประเภทขึ้นไป,6.86 วินาที,6.855154275894165
945,ชื่อและนามสกุลของผู้เชี่ยวชาญที่ทำการรักษาโดยมีค่าใช้จ่ายต่ำกว่าค่าเฉลี่ยคืออะไร?,7.52 วินาที,7.517430067062378
946,ผู้เชี่ยวชาญคนไหนเคยทำการรักษาที่มีค่าใช้จ่ายน้อยกว่าค่าเฉลี่ยบ้าง? บอกชื่อและนามสกุลทางทฤษฎีให้ฉันด้วย,8.62 วินาที,8.621935844421387
947,ระบุวันที่ของการรักษาแต่ละครั้ง พร้อมด้วยชื่อของผู้เชี่ยวชาญที่ดำเนินการ,6.30 วินาที,6.30155611038208
948,วันที่เท่าไหร่และชื่อของแพทย์ผู้เชี่ยวชาญในการรักษาแต่ละครั้งคือเมื่อใด?,6.89 วินาที,6.886164903640747
949,ระบุค่าใช้จ่ายของการรักษาแต่ละครั้งและคำอธิบายประเภทการรักษาที่เกี่ยวข้อง,7.71 วินาที,7.708441257476807
950,ค่าใช้จ่ายและประเภทการรักษาของการรักษาแต่ละครั้งเป็นอย่างไรบ้าง?,7.75 วินาที,7.75429105758667
951,ระบุชื่อ นามสกุล และขนาดสุนัขของเจ้าของแต่ละคน,9.90 วินาที,9.901312112808228
952,ชื่อ นามสกุล และขนาดของสุนัขของเจ้าของแต่ละคนคืออะไร?,9.97 วินาที,9.973769187927246
953,ระบุคู่ชื่อเจ้าของและชื่อสุนัข,6.00 วินาที,5.995638132095337
954,ชื่อเจ้าของแต่ละคนและชื่อสุนัขของพวกเขาคืออะไร?,5.99 วินาที,5.99378776550293
955,ระบุชื่อสุนัขสายพันธุ์ที่หายากที่สุดและวันที่ได้รับการรักษา,9.01 วินาที,9.012348175048828
956,สุนัขตัวไหนเป็นสายพันธุ์ที่หายากที่สุด? แสดงชื่อและวันที่เข้ารับการรักษา,9.51 วินาที,9.506592035293579
957,สุนัขตัวไหนเป็นของคนที่อาศัยอยู่ในเวอร์จิเนีย? ระบุชื่อเจ้าของและชื่อสุนัข,7.28 วินาที,7.277301073074341
958,ค้นหาชื่อเจ้าของที่อาศัยอยู่ในเวอร์จิเนียและชื่อสุนัขที่พวกเขาเป็นเจ้าของ,8.36 วินาที,8.357809066772461
959,วันที่มาถึงและวันที่ออกจากสุนัขที่เข้ารับการรักษาคือเมื่อใด,6.74 วินาที,6.741314888000488
960,ค้นหาวันที่มาถึงและวันที่ออกจากสุนัขที่ได้รับการรักษา,6.73 วินาที,6.730919361114502
961,ระบุนามสกุลของเจ้าของสุนัขที่อายุน้อยที่สุด,6.77 วินาที,6.769878149032593
962,ใครเป็นเจ้าของสุนัขที่อายุน้อยที่สุด? บอกนามสกุลของเขาให้ฉันด้วย,7.89 วินาที,7.88895320892334
963,ระบุอีเมลของผู้เชี่ยวชาญที่อาศัยอยู่ในรัฐฮาวายหรือรัฐวิสคอนซิน,3.87 วินาที,3.8734562397003174
964,อีเมลของผู้เชี่ยวชาญที่อาศัยอยู่ในรัฐฮาวายหรือรัฐวิสคอนซินคืออะไร,4.18 วินาที,4.1839659214019775
965,วันที่มาถึงและวันที่จากไปของสุนัขทุกตัวคือเมื่อใด,2.79 วินาที,2.7898640632629395
966,ระบุวันที่มาถึงและวันที่ออกเดินทางของสุนัขทุกตัว,2.63 วินาที,2.6329100131988525
967,มีสุนัขกี่ตัวที่เข้ารับการรักษา?,2.26 วินาที,2.2637271881103516
968,นับจำนวนสุนัขที่เข้ารับการรักษา,1.65 วินาที,1.6530961990356445
969,มีผู้เชี่ยวชาญกี่คนที่ทำการรักษาสุนัข?,5.72 วินาที,5.719429016113281
970,ค้นหาจำนวนมืออาชีพที่เคยเลี้ยงสุนัข,2.49 วินาที,2.487773895263672
971,มืออาชีพคนไหนที่อาศัยอยู่ในเมืองที่มีอักษรย่อย 'ตะวันตก' ระบุบทบาท ถนน เมือง และรัฐของเขาหรือเธอ,6.05 วินาที,6.0534679889678955
972,ค้นหาบทบาท ถนน เมือง และสถานะของมืออาชีพที่อาศัยอยู่ในเมืองที่ประกอบด้วยสตริงย่อย 'ตะวันตก',4.17 วินาที,4.170417070388794
973,เจ้าของรายใดอาศัยอยู่ในรัฐที่ชื่อมีสตริงย่อย 'ภาคเหนือ'? ระบุชื่อ นามสกุล และอีเมลของเขา,4.21 วินาที,4.205761194229126
974,ส่งกลับชื่อ นามสกุล และอีเมลของเจ้าของที่อาศัยอยู่ในรัฐที่ชื่อมีสตริงย่อย 'ภาคเหนือ',4.36 วินาที,4.355899095535278
975,มีสุนัขกี่ตัวที่มีอายุต่ำกว่าค่าเฉลี่ย?,3.42 วินาที,3.4150469303131104
976,นับจำนวนสุนัขในช่วงอายุที่ต่ำกว่าค่าเฉลี่ย,3.36 วินาที,3.3593978881835938
977,ค่ารักษาล่าสุดเท่าไหร่?,3.60 วินาที,3.604172706604004
978,แสดงค่าใช้จ่ายของการรักษาที่ทำล่าสุดให้ฉันดู,4.88 วินาที,4.8827760219573975
